,condition,model_year,make,model,trim_level,list_price,exterior_color,interior_color,fwd_or_awd,hybrid_or_eco,mileage,dealer_address,date_parsed,url,data_source_name
0,USED,2023,FORD,MAVERICK,XLT,38988.0,Hot Pepper Red Tinted Clearcoat,Navy Pier,Front-wheel Drive,Hybrid,20.0,"4328 Louisburg Rd Raleigh, NC 27604",2023-05-11,https://www.cars.com,cars.com
1,USED,2022,FORD,MAVERICK,XLT,35895.0,Cactus Green / Gray,Navy Pier,All-wheel Drive,Gasoline,8378.0,"4900 Capital Blvd Raleigh, NC 27616",2023-05-11,https://www.cars.com,cars.com
2,USED,2023,FORD,MAVERICK,LARIAT,40873.0,Oxford White,Desert,All-wheel Drive,Gasoline,42.0,"4900 Capital Blvd Raleigh, NC 27616",2023-05-11,https://www.cars.com,cars.com
3,USED,2022,FORD,MAVERICK,XL,34091.0,Iconic Silver Metallic,Black Onyx,Front-wheel Drive,Hybrid,14911.0,"3940 Capital Hills Drive Raleigh, NC 27616",2023-05-11,https://www.cars.com,cars.com
4,USED,2022,FORD,MAVERICK,XLT,35497.0,Silver,Black Onyx,Front-wheel Drive,Gasoline,18425.0,"9820 Capital Blvd Wake Forest, NC 27587",2023-05-11,https://www.cars.com,cars.com
5,USED,2022,FORD,MAVERICK,XLT,36000.0,Area 51,Navy Pier,All-wheel Drive,Gasoline,2913.0,"11000 Capital Blvd Wake Forest, NC 27587",2023-05-11,https://www.cars.com,cars.com
6,USED,2022,FORD,MAVERICK,LARIAT,39683.0,Area 51,Desert,All-wheel Drive,Gasoline,8919.0,"109 Mackenan Blvd. Cary, NC 27511",2023-05-11,https://www.cars.com,cars.com
7,USED,2022,FORD,MAVERICK,LARIAT,37787.0,Blue,Desert,All-wheel Drive,Gasoline,38298.0,"2717 Virginia Beach Blvd Virginia Beach, VA 23452",2023-05-11,https://www.cars.com,cars.com
8,USED,2023,FORD,MAVERICK,XLT,37900.0,Area 51,Navy Pier,Front-wheel Drive,Hybrid,167.0,"3990 W Highway 501 Conway, SC 29526",2023-05-11,https://www.cars.com,cars.com
9,USED,2023,FORD,MAVERICK,XLT,37773.0,Gray,Black Onyx,Front-wheel Drive,Hybrid,77.0,"105 Auto Park Dr Graham, NC 27253",2023-05-11,https://www.cars.com,cars.com
10,USED,2022,FORD,MAVERICK,XLT,35473.0,Carbonized Gray Metallic,Navy Pier/Medium Slate,Front-wheel Drive,Gasoline,4281.0,"602 Alamance Rd Burlington, NC 27215",2023-05-11,https://www.cars.com,cars.com
11,USED,2022,FORD,MAVERICK,XLT,37093.0,Oxford White,Navy Pier / Medium Slate,Front-wheel Drive,Gasoline,25921.0,"602 Alamance Rd Burlington, NC 27215",2023-05-11,https://www.cars.com,cars.com
12,USED,2022,FORD,MAVERICK,XLT,34998.0,Blue,Black,All-wheel Drive,Gasoline,1522.0,"901 Murray Olds Dr Midlothian, VA 23114",2023-05-11,https://www.cars.com,cars.com
13,USED,2022,FORD,MAVERICK,XLT,36604.0,Iconic Silver Metallic,Navy Pier,All-wheel Drive,Gasoline,33970.0,"912 S Van Buren Rd Eden, NC 27288",2023-05-11,https://www.cars.com,cars.com
14,USED,2022,FORD,MAVERICK,XLT,35998.0,Gray,Black,AWD,Gasoline,10249.0,"11090 W Broad St Glen Allen, VA 23060",2023-05-11,https://www.cars.com,cars.com
15,USED,2022,FORD,MAVERICK,LARIAT,39696.0,Shadow Black,Desert,All-wheel Drive,Gasoline,26.0,"96 Radio Dr Lexington, NC 27292",2023-05-11,https://www.cars.com,cars.com
16,USED,2022,FORD,MAVERICK,XLT,36307.0,Shadow Black,Black Onyx,All-wheel Drive,Gasoline,80.0,"96 Radio Dr Lexington, NC 27292",2023-05-11,https://www.cars.com,cars.com
17,USED,2022,FORD,MAVERICK,XLT,36700.0,Area 51,Navy Pier,All-wheel Drive,Gasoline,10483.0,"418 Piedmont Dr Lexington, NC 27295",2023-05-11,https://www.cars.com,cars.com
18,USED,2023,FORD,MAVERICK,XLT,36900.0,White,Navy Pier,All-wheel Drive,Gasoline,381.0,"418 Piedmont Dr Lexington, NC 27295",2023-05-11,https://www.cars.com,cars.com
19,CERTIFIED,2022,FORD,MAVERICK,XLT,34812.0,ALTO BLUE METALLIC TC,NAVY PIER -MED SLATE TRIM,–,–,6611.0,"1163 Wards Road, Suite A Altavista, VA 24517",2023-05-11,https://www.cars.com,cars.com
20,USED,2022,FORD,MAVERICK,XL,37599.0,Alto Blue Tinted Clearcoat Metallic,Black Onyx/Medium Dark Slate,All-wheel Drive,Gasoline,3016.0,"2600 Peters Creek Parkway Winston Salem, NC 27127",2023-05-11,https://www.cars.com,cars.com
21,CERTIFIED,2022,FORD,MAVERICK,XLT,38968.0,Chili Pepper Red,Navy Pier,All-wheel Drive,Gasoline,8838.0,"2104 Peters Creek Winston Salem, NC 27127",2023-05-11,https://www.cars.com,cars.com
22,USED,2022,FORD,MAVERICK,LARIAT,39999.0,Oxford White,Desert,All-wheel Drive,Gasoline,15000.0,"979 N U.S. 1 Lugoff, SC 29078",2023-05-11,https://www.cars.com,cars.com
23,USED,2023,FORD,MAVERICK,XLT,37492.0,Silver,Black,All-wheel Drive,Gasoline,5303.0,"13307 Statesville Rd Huntersville, NC 28078",2023-05-11,https://www.cars.com,cars.com
