,condition,model_year,make,model,trim_level,list_price,exterior_color,interior_color,fwd_or_awd,hybrid_or_eco,mileage,dealer_address,date_parsed,url,data_source_name
730,CERTIFIED,2022,FORD,MAVERICK,XL,35988,AREA 51,BLACK ONYX-MED DK SLATE TRI,–,–,2975,"3282 Auto Center Circle Stockton, CA 95212",2023-05-17,http://cars.com///vehicledetail/5e4176d1-33d1-4c7d-b179-9050e5bf7f89/,cars.com
731,USED,2022,FORD,MAVERICK,LARIAT,37995,Carbonized Gray Metallic,Desert,All-wheel Drive,Gasoline,12047,"8575 Laguna Grove Drive Elk Grove, CA 95757",2023-05-17,http://cars.com///vehicledetail/cc9400d2-a74c-4437-b982-38650b2e9cde/,cars.com
732,USED,2022,FORD,MAVERICK,XLT,33897,Oxford White,Black Onyx,All-wheel Drive,Gasoline,16299,"8575 Laguna Grove Drive Elk Grove, CA 95757",2023-05-17,http://cars.com///vehicledetail/4534a6c5-9cce-48f8-96fc-6f20665e59a5/,cars.com
733,USED,2022,FORD,MAVERICK,XLT,37330,Sunset,Navy Pier,Front-wheel Drive,Gasoline,5076,"8575 Laguna Grove Drive Elk Grove, CA 95757",2023-05-17,http://cars.com///vehicledetail/3cc891e8-e15e-4add-999f-4c96b7d88f97/,cars.com
734,CERTIFIED,2022,FORD,MAVERICK,FOR,,CACTUS GREY,BLACK ONYX-MED DK SLATE TRI,–,–,230,"3500 Auto Plaza Way Tracy, CA 95304",2023-05-17,http://cars.com///vehicledetail/7e322fba-788f-44a3-b81f-dc7ffd64f92c/,cars.com
735,USED,2023,FORD,MAVERICK,XLT,43991,Area 51,Black Onyx,Front-wheel Drive,Hybrid,568,"101 SW Grady Way Renton, WA 98057",2023-05-17,http://cars.com///vehicledetail/374a98b0-5c23-41f1-94b3-511d0d3ed1d2/,cars.com
736,USED,2023,FORD,MAVERICK,LARIAT,45971,Shadow Black,Black Onyx,All-wheel Drive,Gasoline,4047,"15900 Smokey Point Blvd Marysville, WA 98271",2023-05-17,http://cars.com///vehicledetail/8361b9de-612c-46e5-b6f4-31106a80a11e/,cars.com
737,USED,2022,FORD,MAVERICK,LARIAT,37254,Blue,Desert,All-wheel Drive,Gasoline,11726,"16120 Smokey Point Blvd Marysville, WA 98271",2023-05-17,http://cars.com///vehicledetail/5569a1ce-8d3f-466d-9432-3b72c12518cf/,cars.com
738,USED,2022,FORD,MAVERICK,LARIAT,43099,Blue,Brown,All-wheel Drive,Gasoline,3983,"400 River Road Puyallup, WA 98371",2023-05-17,http://cars.com///vehicledetail/80c6c46c-af83-407b-82fc-c5ff92169885/,cars.com
739,USED,2022,FORD,MAVERICK,LARIAT,40678,Shadow Black,Desert,All-wheel Drive,Gasoline,7143,"2005 Airport Way S Seattle, WA 98134",2023-05-17,http://cars.com///vehicledetail/e186aa7d-320e-470d-bb04-f10b2528c6b8/,cars.com
740,USED,2022,FORD,MAVERICK,XL,33511,Gray,Black Onyx,All-wheel Drive,Gasoline,2493,"4902 Pacific Highway East Fife, WA 98424",2023-05-17,http://cars.com///vehicledetail/21368790-a553-4544-8237-24f38f7221c0/,cars.com
741,CERTIFIED,2022,FORD,MAVERICK,XL,36500,Gray,Black Onyx/Medium Dark Slate,All-wheel Drive,Gasoline,20623,"1320 N 1st St Dixon, CA 95620",2023-05-17,http://cars.com///vehicledetail/1b416df9-2b30-4205-878a-cf39ffb1d502/,cars.com
742,CERTIFIED,2022,FORD,MAVERICK,XLT,34991,CACTUS GREY,NAVY PIER -MED SLATE TRIM,–,–,24931,"17045 Condit Rd Morgan Hill, CA 95037",2023-05-17,http://cars.com///vehicledetail/12d5aa24-1156-48a8-a563-194771493029/,cars.com
743,USED,2022,FORD,MAVERICK,XL,33499,Velocity Blue Metallic,Black Onyx,All-wheel Drive,Gasoline,6104,"7601 South Tacoma Way Tacoma, WA 98409",2023-05-17,http://cars.com///vehicledetail/a33c2e46-5f9b-498b-96ae-b4275b35b0d3/,cars.com
744,USED,2022,FORD,MAVERICK,XLT,39998,Gray,Gray,Front-wheel Drive,Hybrid,17993,"2750 Stoneridge Dr Pleasanton, CA 94588",2023-05-17,http://cars.com///vehicledetail/c453009b-82b0-4650-979c-de2988770b10/,cars.com
745,USED,2023,FORD,MAVERICK,XLT,36997,Cactus Green / Gray,Navy Pier,All-wheel Drive,Gasoline,6753,"1605 SW Naito Pkwy Portland, OR 97201",2023-05-17,http://cars.com///vehicledetail/4d7286a0-c042-4601-a685-dac17f1cc403/,cars.com
746,USED,2022,FORD,MAVERICK,LARIAT,38990,Area 51,Desert,All-wheel Drive,Gasoline,3418,"9155 SW Canyon Rd Portland, OR 97225",2023-05-17,http://cars.com///vehicledetail/4a0081ac-deba-4970-bba5-8716dd7bdb85/,cars.com
747,USED,2022,FORD,MAVERICK,XL,31998,Black,Black,Front-wheel Drive,Gasoline,1648,"9405 SW Cascade Ave Beaverton, OR 97008",2023-05-17,http://cars.com///vehicledetail/d7452a7c-0f90-4356-baba-1ad49f1bab7c/,cars.com
748,USED,2022,FORD,MAVERICK,XLT,37999,Blue,Gray,Front-wheel Drive,Hybrid,11454,"4701 Auto Center Blvd Bremerton, WA 98312",2023-05-17,http://cars.com///vehicledetail/687a2baf-967e-4903-ace5-625d08efff85/,cars.com
749,USED,2023,FORD,MAVERICK,XL,35998,Blue,Black,Front-wheel Drive,Hybrid,10153,"2955 Auto Mall Pkwy Fairfield, CA 94533",2023-05-17,http://cars.com///vehicledetail/3bc311d5-d4ce-4661-9aa6-3370d99a272c/,cars.com
750,USED,2023,FORD,MAVERICK,XLT,35950,Area 51,Navy Pier,Front-wheel Drive,Gasoline,748,"2285 Diamond Blvd Concord, CA 94520",2023-05-17,http://cars.com///vehicledetail/641803af-df37-4717-b721-7d12e8937f80/,cars.com
751,USED,2022,FORD,MAVERICK,XLT,39998,Blue,Gray,Front-wheel Drive,Hybrid,6667,"44100 Christy St Fremont, CA 94538",2023-05-17,http://cars.com///vehicledetail/d00c83af-ae4e-4736-807e-cc12820648b5/,cars.com
752,USED,2023,FORD,MAVERICK,XLT,36998,Blue,Gray,Front-wheel Drive,Gasoline,230,"44100 Christy St Fremont, CA 94538",2023-05-17,http://cars.com///vehicledetail/82381acc-5a56-4bd1-9dfd-3d34b0ca1525/,cars.com
753,USED,2023,FORD,MAVERICK,LARIAT,39900,Shadow Black,Desert,All-wheel Drive,Gasoline,3065,"2100 N Broadway Walnut Creek, CA 94596",2023-05-17,http://cars.com///vehicledetail/36e5a4c5-6811-42da-ac11-4ba9f44a7206/,cars.com
754,USED,2022,FORD,MAVERICK,XLT,36981,Carbonized Gray Metallic,Navy Pier,Front-wheel Drive,Hybrid,9078,"4 Geary Plaza Seaside, CA 93955",2023-05-17,http://cars.com///vehicledetail/e2093896-d947-47b2-8600-1c4f78cc20e8/,cars.com
755,USED,2022,FORD,MAVERICK,LARIAT,40987,Shadow Black,Desert,All-wheel Drive,Gasoline,4280,"3900 Portland Rd Newberg, OR 97132",2023-05-17,http://cars.com///vehicledetail/3d842dfa-1795-4dc2-b287-7efa22953837/,cars.com
756,USED,2022,FORD,MAVERICK,XLT,35351,Area 51,Navy Pier,Front-wheel Drive,Hybrid,21526,"3330 Broadway Oakland, CA 94611",2023-05-17,http://cars.com///vehicledetail/70e58879-5970-4daf-8244-e90bc8bfd874/,cars.com
757,USED,2022,FORD,MAVERICK,XLT,38661,Cactus Green / Gray,Black Onyx,All-wheel Drive,Gasoline,1439,"1920 Pacific Blvd SW Albany, OR 97321",2023-05-17,http://cars.com///vehicledetail/f62b1f76-b60b-448f-8acf-ca114f6621cc/,cars.com
758,USED,2022,FORD,MAVERICK,LARIAT,41982,Green,Desert,All-wheel Drive,Gasoline,12015,"846 Goodpasture Island Rd Eugene, OR 97401",2023-05-17,http://cars.com///vehicledetail/53c61a88-5117-4b10-9d9d-e156404c66bf/,cars.com
759,USED,2022,FORD,MAVERICK,LARIAT,,Hot Pepper Red Metallic Tinted Clearcoat,Desert,Front-wheel Drive,Hybrid,11458,"1675 Howard St San Francisco, CA 94103",2023-05-17,http://cars.com///vehicledetail/d4f5902d-c7aa-432a-bc00-521ec917c71c/,cars.com
760,USED,2023,FORD,MAVERICK,XLT,37999,Alto Blue Metallic Tinted Clearcoat,Navy Pier,Front-wheel Drive,Gasoline,45,"711 E Wishkah St Aberdeen, WA 98520",2023-05-17,http://cars.com///vehicledetail/09a626e0-b296-45ae-8290-d45b584112ed/,cars.com
761,USED,2023,FORD,MAVERICK,XLT,39999,Carbonized Gray Metallic,Navy Pier,All-wheel Drive,Gasoline,0,"711 E Wishkah St Aberdeen, WA 98520",2023-05-17,http://cars.com///vehicledetail/d155f031-7101-46b6-bd21-eb20f6731323/,cars.com
762,USED,2022,FORD,MAVERICK,XL,36988,Oxford White,Black Onyx,All-wheel Drive,Gasoline,13296,"2701 E Mountain Village Dr Wasilla, AK 99654",2023-05-17,http://cars.com///vehicledetail/d6146def-e931-44ec-83c7-09909a56d9c4/,cars.com
